Index,Height(Inches),Weight(Pounds),Weight(Kg),Height(Meters)
3887,65.04452,102.086,46.29750567,1.652130808
3888,66.1717,117.7314,53.39292517,1.68076118
3889,62.93166,114.6211,51.98235828,1.598464164
3890,64.48357,117.4963,53.28630385,1.637882678
3891,66.64624,111.7542,50.68217687,1.692814496
3892,72.41441,151.933,68.90385488,1.839326014
3893,71.79969,122.983,55.77460317,1.823712126
3894,65.66078,123.3884,55.95845805,1.667783812
3895,66.93932,107.7347,48.85927438,1.700258728
3896,70.22759,138.8617,62.97582766,1.783780786
3897,68.20998,130.7491,59.29664399,1.732533492
3898,67.03876,108.817,49.35011338,1.702784504
3899,70.72651,119.7924,54.32761905,1.796453354
3900,67.43797,132.67,60.16780045,1.712924438
3901,69.02832,144.247,65.41814059,1.753319328
3902,71.08333,130.1898,59.0429932,1.805516582
3903,66.59033,119.8506,54.35401361,1.691394382
3904,62.84458,112.1475,50.86054422,1.596252332
3905,65.01513,112.6016,51.06648526,1.651384302
3906,68.89573,126.6749,57.44893424,1.749951542
3907,67.52318,120.368,54.58866213,1.715088772
3908,71.56209,136.2017,61.76947846,1.817677086
3909,69.91081,114.942,52.12789116,1.775734574
3910,65.74474,116.1331,52.66807256,1.669916396
3911,67.86476,131.3966,59.59029478,1.723764904
3912,69.34915,126.219,57.24217687,1.76146841
3913,66.56305,126.8313,57.51986395,1.69070147
3914,64.98952,106.6708,48.37678005,1.650733808
3915,66.28774,136.3548,61.83891156,1.683708596
3916,68.22623,144.8283,65.68176871,1.732946242
3917,68.71834,121.2425,54.98526077,1.745445836
3918,67.34642,113.9096,51.65968254,1.710599068
3919,69.45129,133.1979,60.40721088,1.764062766
3920,68.58821,118.7312,53.84634921,1.742140534
3921,67.13792,139.5328,63.28018141,1.705303168
3922,66.17703,122.4766,55.54494331,1.680896562
3923,65.11882,136.7334,62.01061224,1.654018028
3924,68.98184,162.1526,73.5385941,1.752138736
3925,69.70654,116.1377,52.67015873,1.770546116
3926,65.9028,116.3873,52.78335601,1.67393112
3927,66.40799,122.7559,55.67160998,1.686762946
3928,69.68697,125.8107,57.0570068,1.770049038
3929,71.32231,127.1985,57.68639456,1.811586674
3930,69.39616,126.21,57.23809524,1.762662464
3931,67.10007,127.4093,57.78199546,1.704341778
3932,64.84823,121.4686,55.08780045,1.647145042
3933,65.97406,120.1281,54.47986395,1.675741124
3934,69.40242,130.8887,59.35995465,1.762821468
3935,70.24875,148.6699,67.42399093,1.78431825
3936,66.76364,108.979,49.42358277,1.695796456
3937,68.54135,132.1438,59.929161,1.74095029
3938,72.31585,145.2904,65.89133787,1.83682259
3939,66.13369,124.1218,56.29106576,1.679795726
3940,65.52533,106.0457,48.09328798,1.664343382
3941,66.8421,140.4934,63.71582766,1.69778934
3942,68.54828,122.1607,55.401678,1.741126312
3943,67.23496,135.7089,61.54598639,1.707767984
3944,67.89102,137.9068,62.54276644,1.724431908
3945,67.07543,123.7723,56.13256236,1.703715922
3946,68.87056,131.1289,59.46888889,1.749312224
3947,65.48833,127.832,57.97369615,1.663403582
3948,66.94598,131.0884,59.45052154,1.700427892
3949,67.94876,116.698,52.92426304,1.725898504
3950,65.11113,139.1882,63.12390023,1.653822702
3951,69.22852,144.2813,65.43369615,1.758404408
3952,68.87917,117.3348,53.21306122,1.749530918
3953,69.73424,127.2578,57.71328798,1.771249696
3954,70.79565,138.2181,62.68394558,1.79820951
3955,68.12213,143.3238,64.99945578,1.730302102
3956,67.55313,122.4926,55.55219955,1.715849502
3957,66.07053,137.4736,62.34630385,1.678191462
3958,66.64782,113.759,51.59138322,1.692854628
3959,67.54927,135.4559,61.43124717,1.715751458
3960,67.41612,111.8086,50.70684807,1.712369448
3961,64.1913,123.1259,55.83941043,1.63045902
3962,67.52166,133.1484,60.3847619,1.715050164
3963,65.95635,107.8398,48.90693878,1.67529129
3964,67.61855,125.8836,57.09006803,1.71751117
3965,65.95909,129.0219,58.51333333,1.675360886
3966,69.49194,113.9079,51.65891156,1.765095276
3967,67.69417,134.568,61.02857143,1.719431918
3968,64.78748,127.7878,57.95365079,1.645601992
3969,71.3001,139.1262,63.09578231,1.81102254
3970,66.61133,112.8285,51.16938776,1.691927782
3971,66.40129,121.8472,55.25950113,1.686592766
3972,70.76906,124.1304,56.29496599,1.797534124
3973,68.70195,118.0629,53.54326531,1.74502953
3974,69.27545,135.7574,61.56798186,1.75959643
3975,67.14179,109.264,49.55283447,1.705401466
3976,69.40629,144.7036,65.62521542,1.762919766
3977,69.69594,142.5173,64.63369615,1.770276876
3978,67.20823,137.1694,62.20834467,1.707089042
3979,67.59632,113.3993,51.42825397,1.716946528
3980,70.77557,144.7135,65.62970522,1.797699478
3981,66.95587,128.8462,58.43365079,1.700679098
3982,67.91794,117.0118,53.06657596,1.725115676
3983,65.76874,116.0326,52.62249433,1.670525996
3984,69.03038,132.8327,60.2415873,1.753371652
3985,67.53969,134.5132,61.00371882,1.715508126
3986,64.10668,124.705,56.55555556,1.628309672
3987,68.20174,128.7712,58.39963719,1.732324196
3988,68.42812,135.5603,61.4785941,1.738074248
3989,70.21228,146.5841,66.47804989,1.783391912
3990,68.22553,123.0704,55.81424036,1.732928462
3991,67.75587,132.6394,60.1539229,1.720999098
3992,70.5536,139.4887,63.26018141,1.79206144
3993,67.1115,130.7106,59.27918367,1.7046321
3994,66.50872,102.3817,46.43160998,1.689321488
3995,67.80339,121.6264,55.15936508,1.722206106
3996,66.82898,114.8121,52.06897959,1.697456092
3997,66.51285,117.0249,53.07251701,1.68942639
3998,68.00268,116.0381,52.62498866,1.727268072
3999,67.30483,116.7343,52.94072562,1.709542682
4000,67.32611,119.0783,54.00376417,1.710083194
4001,69.00102,126.7983,57.50489796,1.752625908
4002,67.75162,131.9365,59.83514739,1.720891148
4003,67.085,135.9003,61.63278912,1.703959
4004,69.0139,151.5006,68.7077551,1.75295306
4005,66.13638,143.9136,65.26693878,1.679864052
4006,66.74555,131.5241,59.64811791,1.69533697
4007,66.32903,130.233,59.06258503,1.684757362
4008,65.30345,123.9503,56.21328798,1.65870763
4009,69.79829,126.6311,57.42907029,1.772876566
4010,67.5243,115.4643,52.3647619,1.71511722
4011,71.02928,148.2436,67.2306576,1.804143712
4012,69.46091,129.9518,58.93505669,1.764307114
4013,69.36777,135.4124,61.41151927,1.761941358
4014,68.57098,141.1859,64.02988662,1.741702892
4015,62.44964,109.5643,49.68902494,1.586220856
4016,68.97793,124.3412,56.39056689,1.752039422
4017,65.21731,118.4281,53.70888889,1.656519674
4018,67.07967,126.0679,57.17365079,1.703823618
4019,68.77673,132.1985,59.95396825,1.746928942
4020,68.66629,132.1617,59.93727891,1.744123766
4021,65.65796,121.8407,55.25655329,1.667712184
4022,67.81659,147.0148,66.67337868,1.722541386
4023,68.49369,135.6229,61.50698413,1.739739726
4024,67.72209,131.8871,59.81274376,1.720141086
4025,67.18182,149.6975,67.89002268,1.706418228
4026,68.74487,132.2867,59.99396825,1.746119698
4027,70.54344,145.1882,65.84498866,1.791803376
4028,67.49034,113.6369,51.53600907,1.714254636
4029,70.04011,121.888,55.27800454,1.779018794
4030,66.14103,131.9355,59.83469388,1.679982162
4031,63.03853,116.7342,52.94068027,1.601178662
4032,65.8375,113.1662,51.32253968,1.6722725
4033,70.09381,132.9761,60.30662132,1.780382774
4034,65.46276,101.8479,46.18952381,1.662754104
4035,66.72609,119.4606,54.17714286,1.694842686
4036,67.15508,126.3196,57.28780045,1.705739032
4037,67.89972,116.5061,52.83723356,1.724652888
4038,66.83955,124.3345,56.38752834,1.69772457
4039,66.33542,137.2975,62.26643991,1.684919668
4040,69.98947,157.9877,71.64975057,1.777732538
4041,69.19394,136.793,62.03764172,1.757526076
4042,71.8433,144.8892,65.70938776,1.82481982
4043,67.96111,116.363,52.7723356,1.726212194
4044,67.8762,125.536,56.9324263,1.72405548
4045,64.85023,109.135,49.49433107,1.647195842
4046,71.00028,128.7879,58.40721088,1.803407112
4047,68.9177,148.7167,67.44521542,1.75050958
4048,68.11801,108.4191,49.16965986,1.730197454
4049,68.45508,120.7972,54.78331066,1.738759032
4050,66.1659,119.9403,54.39469388,1.68061386
4051,68.09431,141.8006,64.30866213,1.729595474
4052,67.04148,116.4363,52.80557823,1.702853592
4053,67.9941,136.4958,61.90285714,1.72705014
4054,70.03532,162.0645,73.49863946,1.778897128
4055,69.71898,137.99,62.58049887,1.770862092
4056,66.11294,127.9705,58.03650794,1.679268676
4057,66.512,124.0973,56.27995465,1.6894048
4058,72.14119,147.0929,66.70879819,1.832386226
4059,66.26162,136.034,61.69342404,1.683045148
4060,68.6341,134.9883,61.21918367,1.74330614
4061,67.01999,108.4088,49.16498866,1.702307746
4062,68.50946,115.87,52.54875283,1.740140284
4063,66.65107,132.7811,60.21818594,1.692937178
4064,69.13504,150.0321,68.04176871,1.756030016
4065,66.3268,124.4084,56.42104308,1.68470072
4066,69.03467,125.2378,56.79718821,1.753480618
4067,68.41501,131.125,59.46712018,1.737741254
4068,68.81498,120.474,54.63673469,1.747900492
4069,69.71434,126.7877,57.5000907,1.770744236
4070,69.71611,119.4332,54.16471655,1.770789194
4071,68.46316,121.7583,55.21918367,1.738964264
4072,66.76387,127.8974,58.00335601,1.695802298
4073,65.40254,113.6724,51.55210884,1.661224516
4074,70.56984,123.8685,56.17619048,1.792473936
4075,65.94172,123.6931,56.09664399,1.674919688
4076,68.02141,122.0341,55.34426304,1.727743814
4077,67.1732,114.7014,52.01877551,1.70619928
4078,65.497,117.2034,53.15346939,1.6636238
4079,67.67185,121.3213,55.02099773,1.71886499
4080,65.52488,125.4382,56.88807256,1.664331952
4081,71.02076,138.2195,62.6845805,1.803927304
4082,66.22083,130.9358,59.38131519,1.682009082
4083,68.98001,115.4355,52.35170068,1.752092254
4084,66.95762,137.2853,62.26090703,1.700723548
4085,67.11276,127.0824,57.6337415,1.704664104
4086,68.4405,129.3152,58.64634921,1.7383887
4087,67.69709,131.4005,59.59206349,1.719506086
4088,63.22395,116.1956,52.69641723,1.60588833
4089,65.22711,127.0613,57.62417234,1.656768594
4090,68.43,131.3423,59.56566893,1.738122
4091,66.57506,121.9677,55.31414966,1.691006524
4092,63.5966,113.2103,51.34253968,1.61535364
4093,67.20354,123.3458,55.93913832,1.706969916
4094,66.03224,99.66224,45.19829478,1.677218896
4095,67.24122,124.0545,56.26054422,1.707926988
4096,66.79748,130.086,58.99591837,1.696655992
4097,68.48589,137.1664,62.20698413,1.739541606
4098,69.29654,141.1792,64.02684807,1.760132116
4099,66.60912,101.7777,46.15768707,1.691871648
4100,66.26464,128.8128,58.4185034,1.683121856
4101,69.37333,129.9046,58.91365079,1.762082582
4102,67.3275,127.3943,57.77519274,1.7101185
4103,63.91658,113.9444,51.67546485,1.623481132
4104,67.23806,103.9784,47.15573696,1.707846724
4105,65.93291,117.1245,53.11768707,1.674695914
4106,70.35586,135.3823,61.39786848,1.787038844
4107,68.57141,131.0931,59.45265306,1.741713814
4108,66.82713,130.6498,59.25160998,1.697409102
4109,64.43271,119.4229,54.16004535,1.636590834
4110,71.08973,127.4216,57.7875737,1.805679142
4111,72.07911,124.3172,56.37968254,1.830809394
4112,68.90533,114.8714,52.09587302,1.750195382
4113,68.44145,121.075,54.90929705,1.73841283
4114,68.46055,115.3401,52.30843537,1.73889797
4115,65.13343,106.3017,48.20938776,1.654389122
4116,71.17466,131.6919,59.72421769,1.807836364
4117,69.39047,139.886,63.44036281,1.762517938
4118,66.81513,118.6787,53.82253968,1.697104302
4119,68.62714,121.1908,54.96181406,1.743129356
4120,68.09304,134.8095,61.13809524,1.729563216
4121,68.22911,128.3543,58.21056689,1.733019394
4122,67.79469,135.8259,61.59904762,1.721985126
4123,67.60704,127.516,57.83038549,1.717218816
4124,70.47713,135.5209,61.46072562,1.790119102
4125,68.89196,119.3961,54.14789116,1.749855784
4126,67.18902,141.7312,64.27718821,1.706601108
4127,69.52776,138.0107,62.58988662,1.766005104
4128,64.00428,106.2963,48.20693878,1.625708712
4129,67.23705,129.0392,58.52117914,1.70782107
4130,66.57904,110.0436,49.90639456,1.691107616
4131,73.08886,143.597,65.12335601,1.856457044
4132,70.23666,135.6427,61.51596372,1.784011164
4133,65.9154,120.8619,54.81265306,1.67425116
4134,70.20771,129.7829,58.85845805,1.783275834
4135,65.25899,110.1349,49.94780045,1.657578346
4136,67.70538,122.3278,55.47746032,1.719716652
4137,66.65382,125.1019,56.73555556,1.693007028
4138,66.90522,121.2072,54.9692517,1.699392588
4139,69.73584,135.8864,61.62648526,1.771290336
4140,68.71515,120.8681,54.81546485,1.74536481
4141,65.97593,125.6805,56.99795918,1.675788622
4142,66.04025,129.139,58.56643991,1.67742235
4143,69.22349,147.1694,66.74349206,1.758276646
4144,68.01411,124.9845,56.68231293,1.727558394
4145,70.44079,141.5704,64.20426304,1.789196066
4146,66.62715,138.6126,62.86285714,1.69232961
4147,68.47642,126.7582,57.48671202,1.739301068
4148,68.20132,134.1926,60.858322,1.732313528
4149,69.18686,148.1132,67.17151927,1.757346244
4150,66.55515,122.4609,55.53782313,1.69050081
4151,67.24936,125.9051,57.09981859,1.708133744
4152,68.23976,134.1521,60.83995465,1.733289904
4153,68.93236,140.8846,63.89324263,1.750881944
4154,69.16831,127.3274,57.74485261,1.756875074
4155,68.15988,127.5146,57.82975057,1.731260952
4156,70.47785,135.4777,61.44113379,1.79013739
4157,71.46159,134.7474,61.10993197,1.815124386
4158,69.56493,139.1714,63.11628118,1.766949222
4159,72.04678,147.9343,67.09038549,1.829988212
4160,68.11706,122.1187,55.38263039,1.730173324
4161,67.11974,136.1107,61.72820862,1.704841396
4162,65.25882,112.8949,51.19950113,1.657574028
4163,67.9316,127.1332,57.65678005,1.72546264
4164,68.62153,134.6362,61.05950113,1.742986862
4165,68.96662,110.1335,49.94716553,1.751752148
4166,67.70641,137.8451,62.51478458,1.719742814
4167,64.82138,132.6417,60.15496599,1.646463052
4168,69.74734,130.7984,59.31900227,1.771582436
4169,67.83743,126.8633,57.53437642,1.723070722
4170,66.47424,119.564,54.22403628,1.688445696
4171,70.29564,136.1613,61.75115646,1.785509256
4172,67.99529,136.5186,61.91319728,1.727080366
4173,71.46156,132.6211,60.14562358,1.815123624
4174,66.73734,114.2795,51.82743764,1.695128436
4175,66.34826,116.7421,52.94426304,1.685245804
4176,69.25165,137.7726,62.48190476,1.75899191
4177,67.54427,130.0454,58.97750567,1.715624458
4178,70.67379,135.7083,61.54571429,1.795114266
4179,67.30702,135.6941,61.53927438,1.709598308
4180,64.62951,101.3328,45.95591837,1.641589554
4181,66.57405,130.5342,59.19918367,1.69098087
4182,69.29679,137.3539,62.29201814,1.760138466
4183,69.27554,121.0292,54.88852608,1.759598716
4184,69.50607,120.3639,54.58680272,1.765454178
4185,68.26403,141.0864,63.9847619,1.733906362
4186,69.86553,139.0365,63.05510204,1.774584462
4187,70.7672,136.4844,61.89768707,1.79748688
4188,69.24893,142.8621,64.79006803,1.758922822
4189,67.01021,104.1735,47.24421769,1.702059334
4190,69.1245,145.5379,66.00358277,1.7557623
4191,71.27947,120.9881,54.86988662,1.810498538
4192,74.03777,139.5953,63.30852608,1.880559358
4193,67.16426,120.8184,54.79292517,1.705972204
4194,69.16282,125.9266,57.10956916,1.756735628
4195,68.09796,126.298,57.27800454,1.729688184
4196,67.77952,133.2805,60.4446712,1.721599808
4197,71.11526,123.3401,55.93655329,1.806327604
4198,64.98837,105.6441,47.91115646,1.650704598
4199,70.31512,142.3548,64.56,1.786004048
4200,69.06438,130.4546,59.1630839,1.754235252
4201,65.46827,110.4915,50.10952381,1.662894058
4202,65.9316,114.9535,52.13310658,1.67466264
4203,68.42739,133.4786,60.53451247,1.738055706
4204,70.30053,139.3092,63.17877551,1.785633462
4205,67.09535,129.4262,58.69668934,1.70422189
4206,68.43342,121.8407,55.25655329,1.738208868
4207,65.83898,136.3506,61.8370068,1.672310092
4208,67.54012,143.6547,65.14952381,1.715519048
4209,68.48012,126.9991,57.59596372,1.739395048
4210,71.57695,139.6645,63.3399093,1.81805453
4211,69.72167,139.1423,63.1030839,1.770930418
4212,66.29363,126.9897,57.59170068,1.683858202
4213,68.937,142.7584,64.74303855,1.7509998
4214,71.41489,149.8921,67.97827664,1.813938206
4215,69.62838,143.7861,65.20911565,1.768560852
4216,71.18773,152.4615,69.14353741,1.808168342
4217,68.30221,143.546,65.10022676,1.734876134
4218,67.75946,152.9883,69.38244898,1.721090284
4219,68.11064,133.9839,60.76367347,1.730010256
4220,69.47284,135.5993,61.49628118,1.764610136
4221,70.16644,134.6592,61.06993197,1.782227576
4222,67.64262,124.1779,56.31650794,1.718122548
4223,66.81134,118.271,53.63764172,1.697008036
4224,64.94018,121.7107,55.19759637,1.649480572
4225,65.36721,121.3633,55.04004535,1.660327134
4226,68.54428,133.1727,60.39578231,1.741024712
4227,67.97819,114.8234,52.07410431,1.726646026
4228,68.34252,137.7084,62.45278912,1.735900008
4229,68.31923,122.5531,55.57963719,1.735308442
4230,66.1507,105.4808,47.83709751,1.68022778
4231,67.80629,119.5263,54.20693878,1.722279766
4232,70.13434,135.1981,61.31433107,1.781412236
4233,65.63247,122.1851,55.41274376,1.667064738
4234,65.52678,114.9083,52.11260771,1.664380212
4235,68.04573,136.5998,61.95002268,1.728361542
4236,68.17956,143.4398,65.05206349,1.731760824
4237,66.65253,103.9121,47.12566893,1.692974262
4238,68.05725,133.6935,60.63197279,1.72865415
4239,67.34998,119.11,54.01814059,1.710689492
4240,70.00498,129.4393,58.70263039,1.778126492
4241,66.55749,127.0247,57.6075737,1.690560246
4242,66.82552,144.7401,65.64176871,1.697368208
4243,70.07322,123.0627,55.8107483,1.779859788
4244,65.9202,126.0649,57.17229025,1.67437308
4245,69.54043,147.8452,67.04997732,1.766326922
4246,63.89592,117.0034,53.06276644,1.622956368
4247,69.03457,131.5836,59.67510204,1.753478078
4248,67.22877,125.3671,56.85582766,1.707610758
4249,66.12426,128.6776,58.35718821,1.679556204
4250,67.87785,132.3484,60.02195011,1.72409739
4251,66.8531,115.879,52.55283447,1.69806874
4252,69.05041,117.2786,53.1875737,1.753880414
4253,70.87198,140.1922,63.57922902,1.800148292
4254,67.4692,135.8756,61.6215873,1.71371768
4255,70.22874,132.974,60.30566893,1.783809996
4256,66.93905,117.9845,53.50770975,1.70025187
4257,69.928,127.9273,58.0169161,1.7761712
4258,67.46962,122.3518,55.48834467,1.713728348
4259,65.00765,109.2661,49.55378685,1.65119431
4260,68.97698,134.6605,61.07052154,1.752015292
4261,67.28864,129.1099,58.55324263,1.709131456
4262,69.65152,129.9016,58.91229025,1.769148608
4263,67.41038,135.7013,61.54253968,1.712223652
4264,67.80162,140.9551,63.92521542,1.722161148
4265,66.75484,101.615,46.08390023,1.695572936
4266,67.9469,127.0723,57.629161,1.72585126
4267,65.43768,127.1338,57.65705215,1.662117072
4268,68.54153,125.4375,56.8877551,1.740954862
4269,66.7501,120.7329,54.75414966,1.69545254
4270,66.75808,124.1194,56.28997732,1.695655232
4271,67.14647,118.2882,53.64544218,1.705520338
4272,64.69559,116.7241,52.93609977,1.643267986
4273,69.18516,113.5275,51.48639456,1.757303064
4274,66.84281,128.2428,58.16,1.697807374
4275,66.4464,130.5346,59.19936508,1.68773856
4276,69.49077,106.2307,48.17718821,1.765065558
4277,68.32951,119.3464,54.12535147,1.735569554
4278,68.38974,120.9379,54.84712018,1.737099396
4279,69.42584,120.7725,54.77210884,1.763416336
4280,64.39313,123.2547,55.89782313,1.635585502
4281,66.61651,118.437,53.71292517,1.692059354
4282,65.86548,115.3497,52.31278912,1.672983192
4283,68.17805,123.2437,55.89283447,1.73172247
4284,67.39926,116.7036,52.92680272,1.711941204
4285,66.31407,116.4127,52.79487528,1.684377378
4286,70.68802,132.3031,60.0014059,1.795475708
4287,67.26683,123.296,55.91655329,1.708577482
4288,67.1325,117.0996,53.10639456,1.7051655
4289,67.61674,132.7665,60.21156463,1.717465196
4290,66.91216,122.0016,55.32952381,1.699568864
4291,70.58226,146.1837,66.29646259,1.792789404
4292,66.47926,132.2434,59.97433107,1.688573204
4293,69.5459,146.3853,66.38789116,1.76646586
4294,66.60835,119.6048,54.24253968,1.69185209
4295,67.34376,137.8448,62.51464853,1.710531504
4296,64.77135,124.6944,56.5507483,1.64519229
4297,66.46439,128.8286,58.42566893,1.688195506
4298,66.64913,119.3743,54.13800454,1.692887902
4299,70.56844,123.43,55.97732426,1.792438376
4300,65.31528,106.8598,48.46249433,1.659008112
4301,72.48479,134.4771,60.98734694,1.841113666
4302,67.86837,129.8224,58.87637188,1.723856598
4303,68.52634,109.2449,49.54417234,1.740569036
4304,68.61738,123.566,56.03900227,1.742881452
4305,66.50536,125.5915,56.95759637,1.689236144
4306,70.46311,126.8938,57.54820862,1.789762994
4307,64.63883,137.3284,62.28045351,1.641826282
4308,64.12338,108.9028,49.38902494,1.628733852
4309,69.28959,135.4082,61.40961451,1.759955586
4310,66.52926,131.7847,59.76630385,1.689843204
4311,69.30883,122.2514,55.44281179,1.760444282
4312,68.54471,134.4462,60.97333333,1.741035634
4313,67.25904,108.6926,49.29369615,1.708379616
4314,67.96864,124.3293,56.38517007,1.726403456
4315,65.3382,131.6971,59.72657596,1.65959028
4316,68.51678,129.4089,58.68884354,1.740326212
4317,68.1636,127.5867,57.86244898,1.73135544
4318,64.67487,128.3635,58.21473923,1.642741698
4319,66.13689,130.3095,59.09727891,1.679877006
4320,68.58303,132.5038,60.0924263,1.742008962
4321,68.34844,145.901,66.16825397,1.736050376
4322,64.6569,126.4447,57.34453515,1.64228526
4323,68.68484,136.1093,61.7275737,1.744594936
4324,67.75816,121.0123,54.88086168,1.721057264
4325,68.48014,132.472,60.07800454,1.739395556
4326,67.7747,126.7129,57.4661678,1.72147738
4327,64.7249,115.7365,52.48820862,1.64401246
4328,66.6102,118.9776,53.95809524,1.69189908
4329,72.2969,145.854,66.14693878,1.83634126
4330,70.30878,148.238,67.22811791,1.785843012
4331,66.77503,122.7048,55.64843537,1.696085762
4332,66.70433,120.42,54.6122449,1.694289982
4333,69.39368,126.5408,57.38811791,1.762599472
4334,67.37433,131.6976,59.72680272,1.711307982
4335,67.20466,123.5504,56.03192744,1.706998364
4336,67.9947,119.9449,54.39678005,1.72706538
4337,67.08886,123.5117,56.01437642,1.704057044
4338,68.81947,123.5561,56.03451247,1.748014538
4339,71.07494,134.0842,60.809161,1.805303476
4340,68.98151,136.7907,62.03659864,1.752130354
4341,69.80853,121.3415,55.03015873,1.773136662
4342,70.21339,132.8196,60.23564626,1.783420106
4343,67.33679,112.8553,51.18154195,1.710354466
4344,73.52131,168.881,76.59002268,1.867441274
4345,67.45857,131.4655,59.62154195,1.713447678
4346,68.65576,121.3053,55.0137415,1.743856304
4347,68.77267,126.5212,57.37922902,1.746825818
4348,67.03704,125.3926,56.86739229,1.702740816
4349,66.86733,114.7951,52.06126984,1.698430182
4350,67.01919,134.5043,60.99968254,1.702287426
4351,68.52514,133.6321,60.60412698,1.740538556
4352,67.69771,121.778,55.22811791,1.719521834
4353,68.43487,126.847,57.52698413,1.738245698
4354,67.71514,128.0152,58.05678005,1.719964556
4355,70.39987,113.918,51.66349206,1.788156698
4356,68.44396,134.0367,60.78761905,1.738476584
4357,66.80834,131.6397,59.70054422,1.696931836
4358,67.35984,126.8163,57.51306122,1.710939936
4359,67.79903,131.89,59.81405896,1.722095362
4360,64.83853,115.6714,52.45868481,1.646898662
4361,69.57892,126.2769,57.26843537,1.767304568
4362,64.85426,102.1079,46.30743764,1.647298204
4363,69.318,139.4982,63.2644898,1.7606772
4364,69.58868,151.474,68.69569161,1.767552472
4365,66.52781,122.1092,55.378322,1.689806374
4366,67.93528,125.7438,57.02666667,1.725556112
4367,66.39941,123.1702,55.85950113,1.686545014
4368,68.28614,136.4907,61.90054422,1.734467956
4369,68.17646,116.4352,52.80507937,1.731682084
4370,65.36868,117.4086,53.24653061,1.660364472
4371,67.96446,112.4388,50.99265306,1.726297284
4372,69.02437,139.9596,63.4737415,1.753218998
4373,68.08001,121.2457,54.98671202,1.729232254
4374,67.68973,128.3855,58.22471655,1.719319142
4375,67.05199,120.0329,54.43668934,1.703120546
4376,65.62946,109.3694,49.60063492,1.666988284
4377,64.31704,129.4821,58.72204082,1.633652816
4378,69.08279,152.901,69.34285714,1.754702866
4379,66.7653,136.5692,61.93614512,1.69583862
4380,72.77662,133.6427,60.60893424,1.848526148
4381,66.97685,137.0715,62.16394558,1.70121199
4382,70.10322,124.931,56.65804989,1.780621788
4383,68.92731,131.7141,59.73428571,1.750753674
4384,65.24486,119.642,54.25941043,1.657219444
4385,68.7959,131.2416,59.52,1.74741586
4386,69.0613,119.2979,54.10335601,1.75415702
4387,67.39122,115.0093,52.1584127,1.711736988
4388,63.14333,122.7882,55.6862585,1.603840582
4389,68.43035,124.8597,56.62571429,1.73813089
4390,65.72614,98.39409,44.62317007,1.669443956
4391,66.71343,124.0144,56.24235828,1.694521122
4392,68.2317,124.296,56.37006803,1.73308518
4393,67.07728,124.0139,56.24213152,1.703762912
4394,68.10745,132.0081,59.86761905,1.72992923
4395,67.23206,134.8625,61.16213152,1.707694324
4396,69.76432,136.0319,61.69247166,1.772013728
4397,66.65442,127.9094,58.00879819,1.693022268
4398,67.20022,136.8048,62.0429932,1.706885588
4399,71.20749,138.9045,62.9952381,1.808670246
4400,71.64258,154.3787,70.01301587,1.819721532
4401,68.09536,139.4726,63.25287982,1.729622144
4402,68.11601,138.099,62.62993197,1.730146654
4403,69.57164,133.752,60.6585034,1.767119656
4404,67.897,123.706,56.10249433,1.7245838
4405,68.92362,133.4767,60.53365079,1.750659948
4406,68.85579,129.4416,58.70367347,1.748937066
4407,66.93016,145.6689,66.0629932,1.700026064
4408,71.03782,126.1809,57.22489796,1.804360628
4409,66.94058,121.4461,55.07759637,1.700290732
4410,69.32304,142.2131,64.49573696,1.760805216
4411,67.21622,119.7238,54.29650794,1.707291988
4412,64.26905,106.7157,48.39714286,1.63243387
4413,67.43203,130.1147,59.00893424,1.712773562
4414,68.98981,138.5589,62.8385034,1.752341174
4415,67.38395,120.821,54.79410431,1.71155233
4416,67.72313,112.5397,51.0384127,1.720167502
4417,67.79721,127.7983,57.9584127,1.722049134
4418,67.98674,133.9054,60.72807256,1.726863196
4419,66.87883,99.56439,45.15391837,1.698722282
4420,69.75841,122.1663,55.40421769,1.771863614
4421,67.87888,131.3067,59.54952381,1.724123552
4422,69.23586,143.7584,65.19655329,1.758590844
4423,68.7266,151.6764,68.78748299,1.74565564
4424,67.19957,115.6396,52.44426304,1.706869078
4425,66.58109,107.1456,48.59210884,1.691159686
4426,68.82634,150.2899,68.15868481,1.748189036
4427,67.67068,118.7544,53.85687075,1.718835272
4428,64.81833,108.9651,49.41727891,1.646385582
4429,68.88452,136.5556,61.92997732,1.749666808
4430,65.39146,124.8106,56.60344671,1.660943084
4431,69.91503,119.8377,54.34816327,1.775841762
4432,63.54206,99.76986,45.24710204,1.613968324
4433,70.13123,148.4142,67.30802721,1.781333242
4434,67.05703,133.3179,60.46163265,1.703248562
4435,69.45941,135.9285,61.64557823,1.764269014
4436,66.94935,128.028,58.06258503,1.70051349
4437,67.81851,122.8946,55.73451247,1.722590154
4438,63.65292,127.5172,57.83092971,1.616784168
4439,67.11763,127.4499,57.80040816,1.704787802
4440,68.64794,136.7766,62.03020408,1.743657676
4441,69.3026,132.8961,60.27034014,1.76028604
4442,68.60861,122.4088,55.51419501,1.742658694
4443,66.80109,113.3951,51.42634921,1.696747686
4444,70.87196,115.3527,52.31414966,1.800147784
4445,67.90794,136.4296,61.87283447,1.724861676
4446,64.88167,131.3802,59.58285714,1.647994418
4447,70.78203,151.4922,68.70394558,1.797863562
4448,70.35834,112.2811,50.92113379,1.787101836
